address,beds,bath,area,maintenance,parking,taxes,built,mlsNumber,levels,garage,lotSize,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
"103 - 14885 105 Avenue, Surrey, BC",2,2,934 sqft,,1,"$2,179",2003,R2899365,Residential,Yes,,$615,01/07/2024,"$570,000",24/06/2024,"$575,000"
"618 - 10777 138 Street, Surrey, BC",2,2,780 sqft,,1,,2024,R2882095,Residential,Yes,,$870,26/06/2024,"$665,000",12/05/2024,"$678,880"
"18660 60 A Avenue, Surrey, BC",3,2,1607 sqft,,0,"$4,773",1988,R2890297,Residential,Yes,,$871,25/06/2024,"$1,375,000",03/06/2024,"$1,399,999"
"103 - 9765 140 Street, Surrey, BC",2,2,978 sqft,,1,"$1,984",1992,R2896572,Residential,Yes,,$598,24/06/2024,"$580,000",18/06/2024,"$584,900"
"225 - 15138 34 Avenue, Surrey, BC",2,2,911 sqft,,2,"$2,401",2018,R2897207,Residential,Yes,,$712,24/06/2024,"$649,000",18/06/2024,"$649,000"
"3212 - 13696 100 Avenue, Surrey, BC",2,1,656 sqft,,1,"$2,212",2017,R2895678,Residential,Yes,,$760,24/06/2024,"$525,000",16/06/2024,"$499,000"
"8316 169 A Street, Surrey, BC",4,2,2541 sqft,,9,"$5,158",1997,R2898130,Residential,Yes,,$668,24/06/2024,"$1,670,000",20/06/2024,"$1,699,900"
"74 - 6050 166 Street, Surrey, BC",3,3,2289 sqft,,3,"$3,747",2004,R2894602,Residential,Yes,,$436,23/06/2024,"$965,000",12/06/2024,"$999,800"
"210 - 10092 148 Th Street, Surrey, BC",2,2,958 sqft,,1,"$2,218",2006,R2890355,Residential,Yes,,$573,23/06/2024,"$510,000",03/06/2024,"$549,000"
"1 - 14955 60 Avenue, Surrey, BC",4,3,1693 sqft,,4,"$3,473",2012,R2895038,Residential,Yes,,$531,23/06/2024,"$908,000",13/06/2024,"$900,000"
"105 - 10468 148 Street, Surrey, BC",2,1,871 sqft,,1,"$1,840",1985,R2889668,Residential,Yes,,$516,23/06/2024,"$440,000",02/06/2024,"$449,900"
"1 - 15273 24 Avenue, Surrey, BC",3,2,1710 sqft,,2,"$2,955",1991,R2897288,Residential,Yes,,$526,23/06/2024,"$895,000",20/06/2024,"$899,900"
"16825 80 Avenue, Surrey, BC",5,3,3237 sqft,,4,"$6,076",1997,R2891324,Residential,Yes,,$523,23/06/2024,"$1,620,000",05/06/2024,"$1,695,000"
"22 - 12711 64 Street, Surrey, BC",3,2,1997 sqft,,2,"$3,426",2004,R2892226,Residential,Yes,,$445,23/06/2024,"$853,500",09/06/2024,"$889,000"
"26 - 6555 192 A Street, Surrey, BC",3,2,1432 sqft,,3,"$3,040",2005,R2884651,Residential,Yes,,$557,23/06/2024,"$790,000",20/05/2024,"$798,000"
"202 - 16433 64 Avenue, Surrey, BC",2,2,1476 sqft,,2,"$2,957",2010,R2884144,Residential,Yes,,$687,23/06/2024,"$975,000",16/05/2024,"$1,015,000"
"3699 Nico Wynd Drive, Surrey, BC",3,2,2252 sqft,,4,"$4,766",1983,R2875681,Residential,Yes,,$678,23/06/2024,"$1,460,000",24/04/2024,"$1,529,000"
"21 - 3618 150 Street, Surrey, BC",3,3,2166 sqft,,4,"$4,480",2018,R2894122,Residential,Yes,,$640,23/06/2024,"$1,330,000",09/06/2024,"$1,388,000"
"103 - 1685 152 A Street, Surrey, BC",2,2,975 sqft,,1,"$2,155",2002,R2893205,Residential,Yes,,$600,23/06/2024,"$568,000",10/06/2024,"$585,000"
"305 - 14588 Mcdougall Drive, Surrey, BC",2,2,1562 sqft,,2,"$2,972",2021,R2876063,Residential,Yes,,$632,22/06/2024,"$962,000",28/04/2024,"$988,000"
"14417 16 Avenue, Surrey, BC",4,2,2368 sqft,,4,"$4,670",1979,R2890360,Residential,No,,$519,22/06/2024,"$1,175,000",03/06/2024,"$1,230,000"
"33 - 19455 65 Avenue, Surrey, BC",3,2,1432 sqft,,2,"$2,988",2006,R2897501,Residential,Yes,,$572,22/06/2024,"$819,900",19/06/2024,"$819,900"
"30 - 8254 134 Street, Surrey, BC",2,2,1152 sqft,,2,$623,1980,R2861615,Residential,No,,$328,22/06/2024,"$374,000",24/03/2024,"$378,800"
"167 - 14150 58 A Avenue, Surrey, BC",3,2,1201 sqft,,2,,2024,R2899479,Residential,Yes,,$666,22/06/2024,"$799,900",22/06/2024,"$799,900"
"5733 184 Street, Surrey, BC",5,2,2289 sqft,,8,"$5,613",1983,R2897119,Residential,No,,$655,22/06/2024,"$1,460,000",18/06/2024,"$1,499,999"
"103 - 16222 23 A Avenue, Surrey, BC",3,2,1218 sqft,,2,"$2,806",2012,R2880342,Residential,Yes,,$656,22/06/2024,"$770,000",05/05/2024,"$799,900"
"24 - 16337 15 Avenue, Surrey, BC",4,3,1663 sqft,,2,"$3,352",2018,R2892020,Residential,Yes,,$600,22/06/2024,"$978,000",04/06/2024,"$998,888"
"1332 129 Street, Surrey, BC",3,2,1878 sqft,,3,"$5,271",1976,R2896441,Residential,Yes,,$718,,,,
"317 - 12633 72 Avenue, Surrey, BC",2,2,1062 sqft,,1,"$1,893",1994,R2862928,Residential,Yes,,$541,21/06/2024,"$571,500",24/03/2024,"$575,000"
"42 - 3500 144 Street, Surrey, BC",3,2,2352 sqft,,2,"$4,369",2000,R2896156,Residential,Yes,,$595,21/06/2024,"$1,400,000",18/06/2024,"$1,399,900"
"17480 61 B Avenue, Surrey, BC",3,1,1196 sqft,,4,"$4,419",1973,R2891847,Residential,No,,"$1,045",21/06/2024,"$1,240,100",06/06/2024,"$1,250,000"
"3511 - 13750 100 Avenue, Surrey, BC",1,1,462 sqft,,1,"$1,884",2017,R2887360,Residential,Yes,,$969,21/06/2024,"$445,000",26/05/2024,"$448,000"
"8632 148 A Street, Surrey, BC",3,2,1813 sqft,,2,"$4,652",1989,R2886140,Residential,Yes,,$744,21/06/2024,"$1,320,000",26/05/2024,"$1,349,900"
"1702 - 13353 108 Avenue, Surrey, BC",2,2,1199 sqft,,2,"$2,548",1994,R2889054,Residential,Yes,,$533,21/06/2024,"$595,000",28/05/2024,"$639,666"
"415 - 15385 101 A Avenue, Surrey, BC",2,2,1188 sqft,,1,"$2,646",2006,R2877938,Residential,Yes,,$620,21/06/2024,"$700,000",23/04/2024,"$737,000"
"304 - 12739 72 Avenue, Surrey, BC",2,2,1049 sqft,,2,"$2,148",1996,R2893527,Residential,Yes,,$571,21/06/2024,"$570,000",10/06/2024,"$599,000"
"410 - 14438 72 Avenue, Surrey, BC",2,1,686 sqft,,1,"$1,706",2022,R2875538,Residential,Yes,,$852,21/06/2024,"$570,000",28/04/2024,"$585,000"
"6022 Morgan Drive, Surrey, BC",6,3,2433 sqft,,6,"$5,323",1991,R2894024,Residential,Yes,,$595,21/06/2024,"$1,429,000",11/06/2024,"$1,449,900"
"8870 127 Street, Surrey, BC",8,4,3092 sqft,,0,"$5,666",1979,R2892340,Residential,No,,$516,21/06/2024,"$1,564,000",10/06/2024,"$1,598,000"
"109 - 14153 104 Avenue, Surrey, BC",2,1,1089 sqft,,1,"$2,226",1974,R2880747,Residential,No,,$587,21/06/2024,"$635,000",07/05/2024,"$639,900"
"323 - 13228 Old Yale Road, Surrey, BC",1,1,626 sqft,,1,"$1,925",2014,R2888083,Residential,Yes,,$782,20/06/2024,"$474,000",25/05/2024,"$489,800"
"16275 28 Avenue, Surrey, BC",4,3,4509 sqft,,8,"$7,029",1977,R2884638,Residential,Yes,,$596,20/06/2024,"$2,370,000",20/05/2024,"$2,688,000"
"14993 95 A Avenue, Surrey, BC",5,3,2292 sqft,,6,"$5,133",1988,R2896551,Residential,Yes,,$654,20/06/2024,"$1,475,000",18/06/2024,"$1,499,888"
"9832 130 Street, Surrey, BC",4,2,1750 sqft,,5,"$5,760",1969,R2896368,Residential,No,,$840,20/06/2024,"$1,460,000",18/06/2024,"$1,470,000"
"16732 15a Avenue, Surrey, BC",6,6,2976 sqft,,3,"$4,368",2023,R2888361,Residential,Yes,,$579,20/06/2024,"$1,643,000",28/05/2024,"$1,725,000"
"15415 Poplar Drive, Surrey, BC",3,1,1500 sqft,,2,"$4,682",1974,R2888731,Residential,No,,$926,20/06/2024,"$1,340,000",03/06/2024,"$1,389,000"
"506 - 15858 Fraser Highway, Surrey, BC",1,1,607 sqft,,1,,2023,R2888419,Residential,Yes,,$886,19/06/2024,"$527,500",27/05/2024,"$538,000"
"3209 - 9981 Whalley Boulevard, Surrey, BC",2,2,845 sqft,,1,"$2,281",2011,R2891998,Residential,Yes,,$755,19/06/2024,"$633,000",04/06/2024,"$638,800"
"14720 107 Avenue, Surrey, BC",7,4,2564 sqft,,0,"$5,552",1960,R2892804,Residential,No,,$623,19/06/2024,"$1,465,000",09/06/2024,"$1,599,900"
"706 - 13359 Old Yale Road, Surrey, BC",1,1,453 sqft,,1,"$1,814",2023,R2882712,Residential,Yes,,$992,19/06/2024,"$439,500",12/05/2024,"$449,800"
"9 - 2168 150 A Street, Surrey, BC",3,2,1986 sqft,,2,"$3,752",1997,R2892862,Residential,Yes,,$703,19/06/2024,"$1,380,000",09/06/2024,"$1,398,000"
"14318 78 Avenue, Surrey, BC",4,2,2233 sqft,,6,"$5,296",1988,R2889414,Residential,Yes,,$514,19/06/2024,"$1,190,000",02/06/2024,"$1,149,000"
"5659 184 A Street, Surrey, BC",3,2,2113 sqft,,6,"$5,111",1989,R2894983,Residential,Yes,,$662,19/06/2024,"$1,395,000",17/06/2024,"$1,399,000"
"313 - 10984 Ravine Road, Surrey, BC",2,1,604 sqft,,1,,2026,R2886373,Residential,Yes,,$960,19/06/2024,"$579,900",20/05/2024,"$579,900"
"55 - 12040 68 Avenue, Surrey, BC",4,3,2357 sqft,,2,"$3,371",2005,R2894510,Residential,Yes,,$462,19/06/2024,"$1,068,000",12/06/2024,"$1,089,000"
"210 - 14550 Winter Crescent, Surrey, BC",2,2,859 sqft,,1,"$2,318",2019,R2878340,Residential,Yes,,$809,19/06/2024,"$680,000",01/05/2024,"$695,000"
"6898 177 Street, Surrey, BC",3,3,2937 sqft,,4,"$5,238",2011,R2890924,Residential,Yes,,$519,18/06/2024,"$1,535,000",03/06/2024,"$1,524,990"
"69 - 8775 161 Street, Surrey, BC",2,1,1022 sqft,,3,"$2,563",2002,R2890795,Residential,Yes,,$683,18/06/2024,"$672,000",04/06/2024,"$698,800"
"114 - 13933 105 Boulevard, Surrey, BC",2,1,827 sqft,,1,"$2,528",2022,R2885288,Residential,Yes,,$772,18/06/2024,"$620,000",20/05/2024,"$639,000"
"41 - 1871 165 A Street, Surrey, BC",3,2,1501 sqft,,2,,2024,R2894773,Residential,Yes,,$732,18/06/2024,"$1,099,900",13/06/2024,"$1,099,900"
"18936 71 A Avenue, Surrey, BC",5,3,3094 sqft,,4,"$5,064",2004,R2891334,Residential,Yes,,$484,18/06/2024,"$1,485,000",05/06/2024,"$1,499,900"
"503 - 1501 Foster Street, Surrey, BC",1,1,687 sqft,,0,"$2,842",2021,R2892564,Residential,Yes,,"$1,048",18/06/2024,"$688,800",09/06/2024,"$720,000"
"413 - 10065 133 Street, Surrey, BC",0,1,410 sqft,,0,,2026,R2882424,Residential,No,,$914,18/06/2024,"$374,990",12/05/2024,"$374,990"
"18041 63 Avenue, Surrey, BC",5,2,2796 sqft,,6,"$4,957",1986,R2892738,Residential,Yes,,$536,18/06/2024,"$1,461,000",09/06/2024,"$1,499,999"
"6280 128 Street, Surrey, BC",7,6,3928 sqft,,7,"$6,730",2015,R2891192,Residential,Yes,,$455,18/06/2024,"$1,752,500",04/06/2024,"$1,788,000"
"53 - 7156 144 Street, Surrey, BC",3,2,1406 sqft,,2,"$3,071",2010,R2878266,Residential,Yes,,$590,18/06/2024,"$807,000",01/05/2024,"$829,900"
"313 - 16380 64 Th Ave Avenue, Surrey, BC",2,2,905 sqft,,2,"$2,359",2016,R2891070,Residential,Yes,,$718,18/06/2024,"$650,000",04/06/2024,"$650,000"
"6083 136 Street, Surrey, BC",3,2,1972 sqft,,4,"$5,241",1989,R2893182,Residential,Yes,,$704,18/06/2024,"$1,350,000",09/06/2024,"$1,388,888"
"16728 20 A Avenue, Surrey, BC",6,3,2885 sqft,,5,"$4,126",2024,R2896651,Residential,Yes,,$622,18/06/2024,"$1,800,000",17/06/2024,"$1,795,000"
"44 - 15037 58 Avenue, Surrey, BC",3,3,2404 sqft,,2,"$3,093",2002,R2896394,Residential,Yes,,$400,18/06/2024,"$960,000",17/06/2024,"$963,800"
"2 - 15030 58 Avenue, Surrey, BC",3,2,1367 sqft,,2,"$2,980",1999,R2884559,Residential,Yes,,$577,18/06/2024,"$780,000",20/05/2024,"$789,900"
"1803 - 13750 100 Avenue, Surrey, BC",1,1,538 sqft,,1,"$1,970",2017,R2885990,Residential,Yes,,$994,17/06/2024,"$510,000",20/05/2024,"$535,000"
"9 - 7518 138 Street, Surrey, BC",3,2,2017 sqft,,2,"$3,347",2006,R2878598,Residential,Yes,,$470,17/06/2024,"$930,057",06/05/2024,"$949,900"
"311 - 8110 120 A Street, Surrey, BC",1,1,720 sqft,,1,"$1,994",1997,R2891063,Residential,Yes,,$624,17/06/2024,"$428,000",04/06/2024,"$449,888"
"4 - 7090 180 Street, Surrey, BC",4,3,1951 sqft,,2,"$3,261",2012,R2892367,Residential,Yes,,$460,17/06/2024,"$930,000",09/06/2024,"$899,000"
"14148 68 Avenue, Surrey, BC",11,7,5705 sqft,,0,"$7,877",2020,R2891358,Residential,Yes,,$403,17/06/2024,"$2,035,000",05/06/2024,"$2,299,999"
"7915 144 A Street, Surrey, BC",6,4,4460 sqft,,10,"$6,264",1992,R2891813,Residential,Yes,,$515,17/06/2024,"$2,029,000",05/06/2024,"$2,299,000"
"157 - 14150 58 A Avenue, Surrey, BC",3,2,1267 sqft,,2,,2024,R2895875,Residential,Yes,,$678,17/06/2024,"$859,900",15/06/2024,"$859,900"
"204 - 15336 17 A Avenue, Surrey, BC",2,2,976 sqft,,1,"$2,551",2012,R2885802,Residential,Yes,,$768,17/06/2024,"$730,000",22/05/2024,"$749,900"
"12684 70 A Avenue, Surrey, BC",8,6,4195 sqft,,11,"$6,647",1992,R2893985,Residential,Yes,,$450,17/06/2024,"$1,755,000",11/06/2024,"$1,889,000"
"2509 - 13325 102 A Avenue, Surrey, BC",1,1,631 sqft,,1,"$1,796",2013,R2890674,Residential,Yes,,$711,17/06/2024,"$426,500",02/06/2024,"$449,000"
"1010 - 10777 University Drive, Surrey, BC",1,1,570 sqft,,1,"$1,768",2010,R2885753,Residential,Yes,,$700,16/06/2024,"$405,000",21/05/2024,"$399,500"
"3 - 2780 150 Street, Surrey, BC",2,2,1639 sqft,,2,"$3,892",2001,R2886775,Residential,Yes,,$652,16/06/2024,"$1,059,000",03/06/2024,"$1,069,000"
"308 - 10662 151 A Street, Surrey, BC",2,1,915 sqft,,1,"$1,783",1987,R2893196,Residential,Yes,,$490,16/06/2024,"$420,000",09/06/2024,"$449,000"
"23 - 14905 60 Avenue, Surrey, BC",3,2,1334 sqft,,2,"$3,029",2013,R2894710,Residential,Yes,,$592,16/06/2024,"$779,000",12/06/2024,"$790,000"
"2193 166 Street, Surrey, BC",5,3,2482 sqft,,2,"$3,471",2024,R2880784,Residential,Yes,,$724,16/06/2024,"$1,647,619",07/05/2024,"$1,799,000"
"6230 Killarney Drive, Surrey, BC",4,3,2164 sqft,,8,"$5,833",1980,R2893156,Residential,Yes,,$738,16/06/2024,"$1,565,000",10/06/2024,"$1,598,880"
"412 - 15956 86 A Avenue, Surrey, BC",2,2,847 sqft,,2,"$2,256",2013,R2894181,Residential,Yes,,$707,16/06/2024,"$599,000",11/06/2024,"$599,000"
"203 - 8168 120 A Street, Surrey, BC",1,1,635 sqft,,1,"$1,879",2010,R2883518,Residential,Yes,,$707,16/06/2024,"$415,000",13/05/2024,"$449,000"
"121 - 1840 160 Street, Surrey, BC",2,1,764 sqft,,2,$490,1975,R2883177,Residential,No,,$300,16/06/2024,"$190,000",14/06/2024,"$229,900"
"13 - 15340 Guildford Drive, Surrey, BC",3,2,1292 sqft,,2,"$2,349",2016,R2872698,Residential,Yes,,$664,16/06/2024,"$855,000",21/04/2024,"$858,000"
"2178 Ocean Forest Drive, Surrey, BC",7,8,6282 sqft,,8,"$10,400",2020,R2893395,Residential,Yes,,$573,16/06/2024,"$3,674,000",11/06/2024,"$3,599,999"
"14299 70 A Avenue, Surrey, BC",4,2,2025 sqft,,6,"$4,896",1978,R2888508,Residential,No,,$716,16/06/2024,"$1,398,000",28/05/2024,"$1,449,900"
"2162 166 Street, Surrey, BC",6,3,3307 sqft,,6,"$7,179",2022,R2893615,Residential,Yes,,$634,16/06/2024,"$2,118,000",10/06/2024,"$2,098,000"
"1643 135 A Street, Surrey, BC",9,9,7144 sqft,,6,"$7,124",2024,R2891697,Residential,Yes,,$544,16/06/2024,"$3,542,857",05/06/2024,"$3,888,000"
"5877 188 Street, Surrey, BC",4,2,2024 sqft,,6,"$4,546",1988,R2882791,Residential,Yes,,$699,16/06/2024,"$1,395,000",13/05/2024,"$1,415,000"
"606 - 10899 University Drive, Surrey, BC",1,1,702 sqft,,1,"$1,727",1995,R2884005,Residential,Yes,,$652,16/06/2024,"$461,000",14/05/2024,"$458,000"
"15 - 16685 25 Avenue, Surrey, BC",3,2,1333 sqft,,2,"$2,770",2021,R2884330,Residential,Yes,,$651,16/06/2024,"$869,000",16/05/2024,"$869,000"
"6466 185a Street, Surrey, BC",6,3,2896 sqft,,4,"$4,248",1996,R2890626,Residential,Yes,,$517,16/06/2024,"$1,505,000",05/06/2024,"$1,498,000"
"209 - 15795 Croydon Drive, Surrey, BC",2,2,913 sqft,,1,"$2,252",2009,R2876633,Residential,Yes,,$688,15/06/2024,"$628,000",28/04/2024,"$628,800"
"16511 86 Th Avenue, Surrey, BC",4,2,2727 sqft,,7,"$5,323",1992,R2891585,Residential,Yes,,$605,15/06/2024,"$1,619,000",05/06/2024,"$1,649,900"
"104 - 6420 194 Street, Surrey, BC",2,1,899 sqft,,2,"$2,149",2009,R2885665,Residential,Yes,,$667,15/06/2024,"$600,000",21/05/2024,"$599,888"
"210 - 19201 66 A Avenue, Surrey, BC",2,2,940 sqft,,2,"$2,248",2013,R2891140,Residential,Yes,,$659,15/06/2024,"$635,000",09/06/2024,"$620,000"
"49 - 14151 58 A Avenue, Surrey, BC",3,2,1344 sqft,,2,,2024,R2895896,Residential,Yes,,$654,15/06/2024,"$879,900",14/06/2024,"$879,900"
"208 - 13883 Laurel Drive, Surrey, BC",1,1,410 sqft,,1,"$1,551",2013,R2894656,Residential,Yes,,$877,15/06/2024,"$360,000",12/06/2024,"$359,900"
"401 - 8972 Fleetwood Way, Surrey, BC",2,2,1206 sqft,,2,"$2,411",1992,R2895033,Residential,Yes,,$580,15/06/2024,"$750,000",13/06/2024,"$699,999"
"12537 97 B Avenue, Surrey, BC",5,6,3654 sqft,,4,"$7,342",2017,R2884850,Residential,Yes,,$574,15/06/2024,"$2,049,995",20/05/2024,"$2,099,000"
"22 - 288 171 Street, Surrey, BC",2,2,1288 sqft,,2,"$2,715",2016,R2889676,Residential,Yes,,$620,15/06/2024,"$814,500",02/06/2024,"$799,000"
"13835 66 Avenue, Surrey, BC",4,3,2455 sqft,,5,"$4,075",1986,R2893365,Residential,Yes,,$570,15/06/2024,"$1,440,000",11/06/2024,"$1,399,999"
,,,,,,,,,,,,,,,,
"2106 Indian Fort Drive, Surrey, BC",3,4,3525 sqft,,7,"$7,595",2003,R2888993,Residential,Yes,,$708,15/06/2024,"$2,350,000",28/05/2024,"$2,499,000"
"102 - 14980 101 A Avenue, Surrey, BC",2,2,1250 sqft,,1,"$2,138",1994,R2886074,Residential,Yes,,$519,15/06/2024,"$645,000",21/05/2024,"$649,900"
"309 - 15765 Croydon Drive, Surrey, BC",1,1,719 sqft,,1,"$1,971",2009,R2883311,Residential,Yes,,$763,15/06/2024,"$540,000",14/05/2024,"$548,888"
"6 - 9253 122 Street, Surrey, BC",2,2,1441 sqft,,2,"$2,085",1986,R2868742,Residential,Yes,,$436,15/06/2024,"$616,000",10/04/2024,"$629,000"
"18 - 288 171 Street, Surrey, BC",2,2,1332 sqft,,1,"$2,715",2017,R2882448,Residential,No,,$644,15/06/2024,"$829,000",13/05/2024,"$859,000"
"10 - 18939 65 Avenue, Surrey, BC",2,2,1485 sqft,,2,"$3,217",2000,R2881218,Residential,Yes,,$572,15/06/2024,"$835,000",08/05/2024,"$849,900"
"4 - 18707 65 Avenue, Surrey, BC",3,2,1531 sqft,,2,"$3,126",1999,R2892172,Residential,Yes,,$566,15/06/2024,"$872,000",10/06/2024,"$868,000"
"106 - 15835 85 Avenue, Surrey, BC",2,2,753 sqft,,1,"$1,346",2022,R2892371,Residential,Yes,,$795,15/06/2024,"$625,000",09/06/2024,"$599,000"
"520 - 10777 138 Street, Surrey, BC",2,2,783 sqft,,1,,2024,R2893390,Residential,Yes,,$797,15/06/2024,"$624,800",09/06/2024,"$624,800"
"126 - 13880 74 Avenue, Surrey, BC",3,1,1324 sqft,,2,"$2,633",1979,R2891444,Residential,No,,$565,14/06/2024,"$734,000",05/06/2024,"$749,000"
"5515 183a Street, Surrey, BC",6,3,3990 sqft,,6,"$6,818",1987,R2868957,Residential,Yes,,$475,14/06/2024,"$1,839,000",08/04/2024,"$1,899,000"
"102 - 10188 155 Street, Surrey, BC",2,2,876 sqft,,1,"$2,165",1997,R2891386,Residential,Yes,,$672,14/06/2024,"$550,000",04/06/2024,"$589,000"
"122 - 15988 83 Avenue, Surrey, BC",3,2,1963 sqft,,2,"$3,360",1992,R2875708,Residential,Yes,,$478,14/06/2024,"$920,000",25/04/2024,"$939,900"
"115 - 12110 80 Th Avenue, Surrey, BC",2,1,819 sqft,,1,"$1,797",1994,R2894674,Residential,Yes,,$609,14/06/2024,"$499,000",12/06/2024,"$499,000"
"106 - 1745 Martin Drive, Surrey, BC",2,2,1346 sqft,,1,"$2,808",1994,R2886159,Residential,Yes,,$592,14/06/2024,"$775,000",26/05/2024,"$798,000"
"6275 195 B Street, Surrey, BC",4,2,2214 sqft,,6,"$4,415",1980,R2888707,Residential,Yes,,$688,13/06/2024,"$1,525,000",28/05/2024,"$1,525,000"
"14661 107 Avenue, Surrey, BC",4,1,1993 sqft,,4,"$4,678",1970,R2883505,Residential,Yes,,$652,,,,
"128 - 9979 140 Street, Surrey, BC",2,2,1186 sqft,,2,"$2,430",2000,R2891887,Residential,Yes,,$484,13/06/2024,"$560,000",06/06/2024,"$575,000"
"102 - 13730 67 Avenue, Surrey, BC",3,1,1126 sqft,,1,"$2,563",1980,R2891708,Residential,No,,$577,13/06/2024,"$630,000",05/06/2024,"$649,900"
,,,,,,,,,,,,,,,,
"70 - 15037 58 Avenue, Surrey, BC",3,3,2458 sqft,,3,"$3,192",2001,R2887473,Residential,Yes,,$386,13/06/2024,"$948,000",26/05/2024,"$949,800"
"145 - 1653 140 Street, Surrey, BC",1,1,484 sqft,,0,$922,1990,R2894936,Residential,No,,$258,13/06/2024,"$120,000",13/06/2024,"$125,000"
"70 - 15030 58 Avenue, Surrey, BC",3,2,1654 sqft,,2,"$3,181",1999,R2893699,Residential,Yes,,$531,13/06/2024,"$890,000",11/06/2024,"$878,788"
"95 - 15500 Rosemary Heights Crescent, Surrey, BC",3,2,1957 sqft,,2,"$3,975",2000,R2891103,Residential,Yes,,$663,13/06/2024,"$1,261,500",04/06/2024,"$1,298,000"
"320 - 13911 70 Avenue, Surrey, BC",2,2,1353 sqft,,1,"$1,507",1991,R2882224,Residential,Yes,,$480,13/06/2024,"$630,000",13/05/2024,"$649,900"
"2538 139 A Street, Surrey, BC",5,3,4505 sqft,,4,"$8,014",1999,R2869730,Residential,Yes,,$559,13/06/2024,"$2,300,000",10/04/2024,"$2,520,000"
"12532 77 B Avenue, Surrey, BC",3,2,1372 sqft,,0,"$4,150",1983,R2893061,Residential,No,,$728,13/06/2024,"$895,000",09/06/2024,"$999,000"
"206 - 13738 Central Avenue, Surrey, BC",2,2,779 sqft,,1,,2026,R2896920,Residential,Yes,,$924,13/06/2024,"$719,900",12/06/2024,"$719,900"
"14148 Melrose Drive, Surrey, BC",3,1,1066 sqft,,4,"$4,528",1976,R2890632,Residential,No,,"$1,218",13/06/2024,"$1,230,000",03/06/2024,"$1,299,000"
"2146 128 Street, Surrey, BC",4,3,2617 sqft,,2,"$4,841",2020,R2874940,Residential,Yes,,$573,13/06/2024,"$1,440,000",23/04/2024,"$1,499,900"
"55 - 17097 64 Avenue, Surrey, BC",3,2,2350 sqft,,2,"$3,468",2003,R2882842,Residential,Yes,,$468,13/06/2024,"$1,085,000",13/05/2024,"$1,100,000"
"12617 113 Avenue, Surrey, BC",8,4,2652 sqft,,0,"$5,285",1994,R2889856,Residential,No,,$565,12/06/2024,"$1,465,000",01/06/2024,"$1,498,888"
,,,,,,,,,,,,,,,,
"47 - 7121 192 Street, Surrey, BC",3,2,1446 sqft,,2,"$3,159",2012,R2887467,Residential,Yes,,$580,12/06/2024,"$829,000",26/05/2024,"$839,900"
"112 - 9978 151 Street, Surrey, BC",3,2,1685 sqft,,2,"$3,120",1991,R2880500,Residential,Yes,,$521,12/06/2024,"$872,500",07/05/2024,"$879,000"
"7 - 5957 152 Street, Surrey, BC",3,2,1389 sqft,,2,"$3,098",2013,R2878991,Residential,Yes,,$611,12/06/2024,"$835,000",05/05/2024,"$848,888"
"517 - 10838 Whalley Boulevard, Surrey, BC",2,2,829 sqft,,1,"$2,280",2021,R2890084,Residential,Yes,,$741,12/06/2024,"$576,190",02/06/2024,"$614,800"
"2462 139 Street, Surrey, BC",6,4,4080 sqft,,10,"$9,780",1988,R2859396,Residential,Yes,,$806,12/06/2024,"$3,290,000",17/03/2024,"$3,290,000"
"501 - 10448 University Drive, Surrey, BC",2,1,678 sqft,,1,"$2,289",2023,R2891668,Residential,Yes,,$911,12/06/2024,"$568,000",04/06/2024,"$618,000"
"306 - 16477 64 Avenue, Surrey, BC",2,2,1658 sqft,,2,"$3,508",2008,R2892805,Residential,Yes,,$650,12/06/2024,"$1,079,000",09/06/2024,"$1,079,000"
"18033 63 Avenue, Surrey, BC",3,2,1832 sqft,,2,"$4,718",1986,R2886786,Residential,Yes,,$723,12/06/2024,"$1,320,000",20/05/2024,"$1,325,000"
"102 - 10626 151 A Street, Surrey, BC",2,1,963 sqft,,1,"$1,799",1983,R2873878,Residential,Yes,,$539,12/06/2024,"$512,000",21/04/2024,"$519,880"
"6991 144 A Street, Surrey, BC",5,3,2403 sqft,,3,"$5,594",2007,R2882181,Residential,Yes,,$561,12/06/2024,"$1,320,000",12/05/2024,"$1,350,000"
"206 - 1975 154 Street, Surrey, BC",2,2,1064 sqft,,1,"$2,836",2016,R2893273,Residential,Yes,,$822,12/06/2024,"$845,000",10/06/2024,"$875,000"
"7 - 16995 64 Avenue, Surrey, BC",3,2,3031 sqft,,2,"$3,647",2003,R2891370,Residential,Yes,,$296,11/06/2024,"$969,000",04/06/2024,"$899,000"
"188 - 16488 64 Avenue, Surrey, BC",3,2,1551 sqft,,2,"$3,391",2017,R2854100,Residential,Yes,,$589,11/06/2024,"$910,000",27/02/2024,"$914,999"
"3311 - 13350 Central Avenue, Surrey, BC",2,2,718 sqft,,1,,2023,R2847434,Residential,Yes,,$980,11/06/2024,"$684,000",31/01/2024,"$704,000"
"409 - 13860 70 Avenue, Surrey, BC",2,2,1500 sqft,,2,"$2,154",1996,R2882010,Residential,Yes,,$379,11/06/2024,"$551,000",12/05/2024,"$569,000"
"172 - 16433 19 Avenue, Surrey, BC",3,2,1547 sqft,,2,"$3,294",2019,R2886363,Residential,Yes,,$613,11/06/2024,"$925,000",27/05/2024,"$949,800"
